,pathKey,pathName,location1Key,location1Name,location2Key,location2Name
613,Path(6278137888374784),Center to Burial,Location(4558049120354304),Embalming Room,Location(5612169386262528),Tomb Center
614,Path(6541894981255168),hidden room - ancient tunnel,Location(5815082709680128),Ancient Tunnel,Location(5513622415736832),Hidden Room
615,Path(6384928523550720),Escape route,Location(6225855610093568),Troll King's Quarters,Location(5897906640912384),Troll Cave Entrance
616,Path(6329046694625280),"Mountain Plains, Hermit's Cottage",Location(5552457551708160),Hermit's Cottage,Location(6530427779022848),Mountain Plains
617,Path(5357293726334976),Underwater Grotto -> Mystic cave,Location(4714608241934336),Mystic Cave,Location(5227257375490048),Underwater Grotto
618,Path(6494763614208000),Entrance - Passage,Location(5092570659028992),Dark Passageway,Location(5994813902028800),Ancient Tomb Entrance
619,Path(5262943755436032),Chapel Combat Room - Shrine of Papa's Spirit,Location(4550204267429888),Shrine of Papa's Spirit,Location(6475440403513344),Chapel Combat Room
620,Path(6699651513712640),Mausoleum of Gol'Shlanek 4 - Mausoleum of Gol'Shlanek 5,Location(4534253691338752),Mausoleum of Gol'Shlanek 4,Location(6486746360971264),Mausoleum of Gol'Shlanek 5
621,Path(6392315039973376),Tunnel Climb - Tunnel Climb,Location(5917286154108928),Tunnel Climb,Location(5691920898588672),Tunnel Climb
622,Path(4985939407405056),Tunnel Climb - Tunnel Climb,Location(5917286154108928),Tunnel Climb,Location(5928176714776576),Tunnel Climb
623,Path(6621101581402112),Trail Head - River Rock Road,Location(6491840832864256),Trail Head,Location(6689992051523584),River Rock Road
624,Path(6557863730741248),Trail Head - Hollow Forest Walk,Location(6491840832864256),Trail Head,Location(6111182702772224),Hollow Forest Walk
625,Path(6204342655778816),Entry to Hub,Location(5633275214168064),Troll Keep Entryway,Location(6740904330133504),Troll Keep Hub
626,Path(5351800237457408),Storage to Keep,Location(5633275214168064),Troll Keep Entryway,Location(4800583262273536),Troll Dig
627,Path(5970413581500416),fallen to stair,Location(4516897327415296),Tomb of the Fallen,Location(4922705701765120),Stairwell
628,Path(6022143878889472),Jung to tomb,Location(4516897327415296),Tomb of the Fallen,Location(4703217505009664),Dead Jungles
629,Path(6560583354155008),Tomb of Gol'Shlanek 3 - Tomb of Gol'Shlanek 4,Location(6253413332942848),Tomb of Gol'Shlanek,Location(6558996028194816),Tomb of Gol'Shlanek
630,Path(4959554602795008),Tomb of Gol'Shlanek 4 - Gol'Shlanek's Crypt,Location(6253413332942848),Tomb of Gol'Shlanek,Location(5355315370917888),Gol'Shlanek's Crypt
631,Path(6194813280190464),Chapel of Papa - Chapel Combat Room,Location(6021008570187776),Chapel of Papa,Location(6475440403513344),Chapel Combat Room
632,Path(5416374418538496),Rolling Dunes 2 - Rolling Dunes 3,Location(5570836760100864),Rolling Dunes,Location(5777231648391168),Rolling Dunes
633,Path(5325630349508608),Rolling Dunes 1 - Rolling Dunes 2,Location(5570836760100864),Rolling Dunes,Location(4590542854815744),Rolling Dunes
634,Path(4745999633350656),Troll Cave(1) - Troll Cave(2),Location(5200647423000576),Troll Cave,Location(5694423706894336),Troll Cave
635,Path(5145900280184832),Troll Cave Entrance - Troll Cave(1),Location(5200647423000576),Troll Cave,Location(5897906640912384),Troll Cave Entrance
636,Path(5996119351885824),Desert - Sand Swept Valley,Location(6534321435312128),Sand-Swept Valley,Location(5654313976201216),Desert
637,Path(6572424170569728),Desert - North Mountains,Location(5654313976201216),Desert,Location(5323223134633984),North Mountain Range
638,Path(5475141208768512),Deset to Meteor Impact Site,Location(5654313976201216),Desert,Location(5330476979453952),Meteor Impact Site
639,Path(5526968363646976),Desert - Cliffside Lookout,Location(5654313976201216),Desert,Location(4752576599818240),Cliffside Lookout
640,Path(5841974960062464),Frozen Squeeze - Frigid Stream,Location(5683550997708800),Frigid Stream,Location(6569181374316544),Frozen Squeeze
641,Path(5019500534038528),Frigid Stream - Mountainous Lookoff,Location(5683550997708800),Frigid Stream,Location(5268675678961664),Mountainous Lookoff
642,Path(6304710173130752),Mountainous Lookoff - Northern Crags,Location(5268675678961664),Mountainous Lookoff,Location(4542490997161984),Northern Crags
643,Path(5832118176317440),Cave ent to den,Location(5319888028565504),Condemned Cave Entrance,Location(5698166736289792),Rakken Den
644,Path(6296227510484992),Wilds to cave,Location(5319888028565504),Condemned Cave Entrance,Location(6508838653001728),Depraved Wilds
645,Path(5323731462782976),Reward Room #2 - Volatnis Arena,Location(5532894400872448),Volantis Arena,Location(5268847954755584),Reward Room
646,Path(5695495472676864),Arena Entrance - Arena hallway #1,Location(5532894400872448),Volantis Arena,Location(5597571172532224),Arena Hallway
647,Path(5763860098711552),Arena Reward # 3 - Volantis Arena,Location(5532894400872448),Volantis Arena,Location(5961128701591552),Reward Room
648,Path(6220550192234496),Ruined City -> Derelict Church,Location(4752155970109440),Ruined City,Location(5780588036620288),Derelict Church
649,Path(4713116715188224),Hollow Forest Walk - Crystal Lake,Location(6111182702772224),Hollow Forest Walk,Location(6519651913170944),Crystal Lake
650,Path(6102502229934080),Depraved Wilds - Forest Fire,Location(6508838653001728),Depraved Wilds,Location(4719177888169984),Forest Fire
651,Path(5741199807741952),Hidden Cave Entrance - Hidden Cave,Location(5741004118294528),Hidden Cave,Location(6752176053420032),Hidden Cave Entrance
652,Path(6504555406688256),Grand Room - Exit,Location(6459032935071744),Grand Room,Location(5965801278406656),Black Mountain
653,Path(5148113771167744),Mausoleum of Gol'Shlanek 1 - Mausoleum of Gol'Shlanek 2,Location(4933975157506048),Mausoleum of Gol'Shlanek,Location(5291874446737408),Mausoleum of Gol'Shlanek
654,Path(5303732275249152),Dense Jungle - Dense Jungle,Location(4948836791353344),Dense Jungle,Location(6652731058028544),Dense Jungle
655,Path(5113331555762176),Dense Jungle - Dense Jungle,Location(4948836791353344),Dense Jungle,Location(4538703854698496),Dense Jungle
656,Path(5643986529157120),"Observatory, Third Floor Landing",Location(6320860490104832),Observatory,Location(4514844928638976),Third Floor Landing
657,Path(6564616501985280),null,Location(6041514953146368),Forbidden Forest,Location(4703217505009664),Dead Jungles
658,Path(5342765146701824),shore to forest,Location(6041514953146368),Forbidden Forest,Location(5563011707174912),Emerald Isle Shores
659,Path(4941597025763328),Fort's Luxurious Chambers - Hidden Trail,Location(5262209627717632),Hidden Trail,Location(6333156464001024),Fort's Luxurious Chambers
660,Path(6567304812298240),High Road Forest - Hidden Trail,Location(5262209627717632),Hidden Trail,Location(6664887786799104),High Road: Forest
661,Path(5875218876727296),Savannah - Overlook,Location(6062193298636800),Wasteland Overlook,Location(4749318969884672),Savannah
662,Path(5157432487051264),Hilgadas Castle North - Cliff-side Trail,Location(5505750257893376),Hilgadas Castle North,Location(6436691348291584),Cliff-side Trail
663,Path(5691224944017408),Wastes - Tomb,Location(4851296928530432),Burning Wastes,Location(5994813902028800),Ancient Tomb Entrance
664,Path(6752386589655040),Dig to Planning,Location(6123396480892928),Troll Dig,Location(5140503684186112),Troll Dig: Planning Room
665,Path(4862770402033664),Jungles to Abandoned Hut,Location(5429680583737344),Abandoned Hut,Location(4703217505009664),Dead Jungles
666,Path(4860772491984896),Arena Pit #4 - Arena Hallway #8,Location(5709053514219520),Arena Pit,Location(4720654552662016),Arena Hallway
667,Path(6588426391912448),Arena Pit #4 - Arena Hallway # 11,Location(5709053514219520),Arena Pit,Location(5634325495676928),Arena Hallway
668,Path(4693341951754240),Underdark Ledge - Stalagmite Cavern,Location(5077011949158400),Underdark Ledge,Location(6360201016377344),Stalagmite Cavern
669,Path(5647091617497088),Tutorial 1 - Tutorial 2,Location(6073730381905920),Training Center,Location(5084569214648320),Training Center
670,Path(4504901711822848),Marble Entryway - Vault Entrance,Location(6522286975221760),Vault Entrance,Location(5723021814267904),Marble Entryway
671,Path(5327878649020416),Vault Entrance - Drow Vault,Location(6522286975221760),Vault Entrance,Location(6074901505507328),Drow Vault
672,Path(4949663623151616),Main Corridor - Hidden Staircase,Location(6426849307787264),Main Corridor,Location(6192307049332736),Hidden Staircase
673,Path(6480864737492992),Main Corridor - Deserted Room,Location(6426849307787264),Main Corridor,Location(6477636801134592),Deserted Room
674,Path(6438662615334912),Main Corridor - Barracks,Location(6426849307787264),Main Corridor,Location(4993749247852544),Barracks
675,Path(4840241949048832),Drake-Charred,Location(5730683158790144),Charred Cavern,Location(5188914373459968),Drake Cave
676,Path(6631039121752064),Cliffside Coast- Cliff-side Trail,Location(6436691348291584),Cliff-side Trail,Location(4861326027390976),Cliffside Coast
677,Path(6080180945158144),Cricketon Cave - Underground Stream,Location(5848363793121280),Underground Stream,Location(5670665024176128),Cricketon Cave
678,Path(5631755113463808),High Road WF - High Road WFC,Location(6248509229498368),High Road: Waterfall Clearing,Location(5014172941156352),High Road: Waterfall
679,Path(5362167264051200),Kujir Marsh5 - Lizardfolk Marshland2,Location(5369435355348992),Lizardfolk Marshland,Location(6608541406199808),Kujir Marsh
680,Path(6417082322780160),Tomb of Gol'Shlanek 2 - Tomb of Gol'Shlanek 3,Location(6558996028194816),Tomb of Gol'Shlanek,Location(5868511773065216),Tomb of Gol'Shlanek
681,Path(5010309362221056),I Want Yo Treasure,Location(4858846937874432),Elven Grove,Location(5098477256179712),Elven Grove
682,Path(6702923497603072),Run from Dir,Location(4858846937874432),Elven Grove,Location(6530427779022848),Mountain Plains
683,Path(5883321394921472),Winding Marsh 5 to Winding Marsh 6,Location(4667447694589952),Winding Marsh 5,Location(5012932313743360),Winding Marsh
684,Path(6589392294510592),Northeast Cemetery to Skeleton Grave,Location(5464246322200576),Skeleton Grave,Location(4607990200008704),Northeast Cemetery
685,Path(5154251048747008),Goliath Gulch - Goliath Gulch Fork,Location(6533289986228224),Goliath Gulch,Location(6662145816657920),Goliath Gulch Fork
686,Path(4535227344486400),Gor'Grub Chieftain's Tent - Goliath Gulch River,Location(6722752167280640),Goliath Gulch River,Location(6176624057253888),Gor'Grub Chieftain's Tent
687,Path(5105053003677696),Drub'Lak Chieftain's Tent - Goliath Gulch River,Location(6722752167280640),Goliath Gulch River,Location(5469661702914048),Drub'Lak Chieftain's Tent
688,Path(5425651547897856),Rolling Dunes 4 - Calm Cave,Location(6259323893186560),Calm Cave,Location(5840939502272512),Rolling Dunes
689,Path(4769388158779392),Cliffside Coast - Winding River,Location(4861326027390976),Cliffside Coast,Location(5709261556416512),Winding River
690,Path(6310088750923776),Sewer Fork - Sewer Tunnel,Location(5183292001222656),Sewer Fork,Location(6206022230212608),Sewer Tunnel
691,Path(4626463871467520),Village - Priest,Location(4878355516096512),Priest's Chamber,Location(4867564377210880),Vall'A Village
692,Path(6239538793414656),Fort Watch Tower - Fort luxurious Chamber,Location(6333156464001024),Fort's Luxurious Chambers,Location(5481971054018560),Bandit's Watch Tower
693,Path(5503200876036096),Luxurious chambers - Bandit Fort Armory,Location(6333156464001024),Fort's Luxurious Chambers,Location(6149655664001024),Bandit's Armory
694,Path(5090401581268992),Hidden Staircase - Massive Cavern,Location(5911244389482496),Massive Cavern,Location(6192307049332736),Hidden Staircase
695,Path(4880508512108544),"Alchemist Quarters, Grand Study",Location(4686268414820352),Grand Study,Location(4967743391531008),Alchemist Quarters
696,Path(6572018903285760),"Grand Study, Secret Passage",Location(4686268414820352),Grand Study,Location(6018852616929280),Secret Passage
697,Path(5091574862053376),Ferry3 - Ferry2,Location(6730044487499776),Ferry,Location(5512146850938880),Ferry
698,Path(5327816304885760),Tunnel Construction - Tunnel Collapse,Location(5738689586528256),Tunnel Collapse,Location(6071858521178112),Tunnel Construction
699,Path(6079964011036672),Aseridith Fort Guardtower 2 - Aseridith Fort Guardtower 3,Location(4622080312082432),Aseridith Fort Guardtower,Location(5484053941714944),Aseridith Fort Guardtower
700,Path(6469174082666496),1 to 2,Location(6412108060164096),Lost Sea,Location(5934960010592256),Lost Sea
701,Path(5732481424687104),Winding River,Location(5694096832200704),Winding River,Location(5709261556416512),Winding River
702,Path(5577594216906752),Summit-Cave,Location(5634472569470976),Grand Mountain Summit,Location(5345468984852480),Frozen Cavern
703,Path(5148128505233408),Mount to smold,Location(5549152453787648),Smoldering Mountain,Location(4692368319053824),Cinder Mountain Range
704,Path(5784167061127168),Eridis Peak - Eridis Lake,Location(5558112463355904),Eridis Peak,Location(4725749210677248),Eridis Lake
705,Path(5208042315448320),"Strange Empty Room 5, Strange Empty Room 1",Location(6644088722948096),Strange Empty Room,Location(5331082323951616),Strange Empty Room
706,Path(6222201662472192),"Strange Empty Room 2, Strange Empty Room 1",Location(6644088722948096),Strange Empty Room,Location(6025776573972480),Strange Empty Room
707,Path(5746584791810048),Rolling Dunes 3 - Rolling Dunes 4,Location(5840939502272512),Rolling Dunes,Location(5777231648391168),Rolling Dunes
708,Path(6057932252774400),Cliffside Lookout - Rocky Path,Location(4752576599818240),Cliffside Lookout,Location(4615707669037056),Rocky Path
709,Path(5761574258081792),Crypt Hub - Large Crypt Room,Location(6589065205907456),Crypt Hub,Location(5331701450407936),Large Crypt Room
710,Path(6684131354214400),Crypt Hub - Upper Crypt,Location(6589065205907456),Crypt Hub,Location(5236629128085504),Upper Crypt
711,Path(5531727355183104),"Rocky Path, Mountain Plains",Location(4615707669037056),Rocky Path,Location(6530427779022848),Mountain Plains
712,Path(4689531431288832),Aseridith Fort Guardtower 1 - Aseridith Fort Guardtower 2,Location(5974674766823424),Aseridith Fort Guardtower,Location(5484053941714944),Aseridith Fort Guardtower
713,Path(6596385778434048),Aseridith Farmland - Aseridith Fort Guardtower 1,Location(5974674766823424),Aseridith Fort Guardtower,Location(5227660768706560),Aseridith Farmland
714,Path(6412968085422080),Stairwell - Tomb Entrance,Location(4922705701765120),Stairwell,Location(4765966608105472),Tomb Entrance
715,Path(6665253882429440),North Mountain Range - Black mountain,Location(5323223134633984),North Mountain Range,Location(5965801278406656),Black Mountain
716,Path(4935718140379136),Overgrown Path - Ratargul Swamp,Location(4605232224403456),Ratargul Swamp,Location(5490839199416320),Overgrown Path
717,Path(5537683690487808),Overgrown Path - Temple Ruins,Location(5371268337500160),Mystic Temple Ruins,Location(5490839199416320),Overgrown Path
718,Path(5577773593657344),Long Narrow Passage - Wide Hall,Location(6386791048282112),Wide Hall,Location(4519598845067264),Long Narrow Passage
719,Path(4631695216082944),Station to Storage,Location(5549972914176000),Troll Dig: Guard Station,Location(4800583262273536),Troll Dig
720,Path(4549493658222592),North West Hills - Cricketon Cave Entrance,Location(5757649010294784),North West Hills,Location(6010831181971456),Cricketon Cave Entrance
721,Path(6194678681042944),Icy Crevice - Frozen Squeeze,Location(6569181374316544),Frozen Squeeze,Location(6135225797574656),Icy Crevice
722,Path(4964733064577024),Arena Hallway # 9 - Arena Reward # 3,Location(5961128701591552),Reward Room,Location(6636087694327808),Arena Hallway
723,Path(5567860603092992),Cricketon Cave Entrance - Cricketon Cave,Location(5670665024176128),Cricketon Cave,Location(6010831181971456),Cricketon Cave Entrance
724,Path(4819403025154048),Bandit's Common Room - Bandit's Watch Tower,Location(4910863291252736),Bandit's Common Room,Location(5481971054018560),Bandit's Watch Tower
725,Path(5360082902056960),Bandit's Common Room - Bandit Armory,Location(4910863291252736),Bandit's Common Room,Location(6149655664001024),Bandit's Armory
726,Path(5378943515623424),archmage quarters - Hidden Room #2,Location(4579063346757632),Archmage's Quarters,Location(5186966480224256),Hidden Room
727,Path(6590387647938560),Ent to cent,Location(4765966608105472),Tomb Entrance,Location(5612169386262528),Tomb Center
728,Path(5734328028889088),Rolling Dunes 8 - Rolling Dunes 1,Location(6456087334092800),Rolling Dunes,Location(4590542854815744),Rolling Dunes
729,Path(5546328552636416),Rolling Dunes 7 - Rolling Dunes 8,Location(6456087334092800),Rolling Dunes,Location(6319154247237632),Rolling Dunes
730,Path(5219279638102016),Des to cin,Location(5175898320928768),Cinder Plains,Location(5312945761288192),Eastern Desert
731,Path(5191279907438592),cin plain to moun,Location(5175898320928768),Cinder Plains,Location(4692368319053824),Cinder Mountain Range
732,Path(6046383961276416),"Strange Empty Room 5, Strange Empty Room 2",Location(6025776573972480),Strange Empty Room,Location(5331082323951616),Strange Empty Room
733,Path(6432851517505536),Aseridith Keep Dungeon - Gloomy Descent,Location(6285907986481152),Aseridith Keep Dungeon,Location(6407358202249216),Gloomy Descent
734,Path(5101123515973632),Aseridith Keep Hallway - Aseridith Keep Dungeon,Location(6285907986481152),Aseridith Keep Dungeon,Location(5755749009457152),Aseridith Keep Hallway
735,Path(4513153564016640),North to Cemetery Grave Marker,Location(5058849023197184),Grave Marker,Location(4525514647666688),North Cemetery
736,Path(5723418957185024),Mineshaft 3 to Gem Cavern,Location(6687875824877568),Glittering Cavern,Location(6729009313873920),Mineshaft
737,Path(5654812823650304),Village - Pass,Location(5138194007851008),Hidden Pass,Location(4867564377210880),Vall'A Village
738,Path(5368924559376384),Rolling Dunes 7 - Serpent Pit,Location(4597336033460224),Serpent Pit,Location(6319154247237632),Rolling Dunes
739,Path(4616532452704256),Lavish Pavilion - Nomad Camp Commons,Location(4682798056079360),Lavish Pavilion,Location(6255055358394368),Nomad Camp Commons
740,Path(5793108598456320),Dragon's Pass - Atlas Trail Entrance,Location(6742305497677824),Atlas Trail Entrance,Location(5388596895285248),Dragon's Pass
741,Path(5698681208045568),Cinder Mountain Range - Atlas Entrance,Location(6742305497677824),Atlas Trail Entrance,Location(4692368319053824),Cinder Mountain Range
742,Path(4939908963631104),Kujir Marsh5 - Kujir Marsh6,Location(5644550022365184),Kujir Marsh,Location(6608541406199808),Kujir Marsh
743,Path(6269268949991424),Il'Kalet escape,Location(6304554086039552),Hidden Path,Location(5549729958330368),Il'Kalet's Haven
744,Path(6009402344603648),Planning to Hallway,Location(5140503684186112),Troll Dig: Planning Room,Location(6452473855213568),Troll Dig
745,Path(6245366304342016),Tunnel to Passage,Location(5984081901780992),Troll Dig,Location(5425105866850304),Troll Dig
746,Path(5678779290615808),throne to panic room,Location(6139491171434496),Fort Black: Panic Room,Location(6477065496821760),Fort Black: Throne Room
747,Path(5678342113591296),Mausoleum Courtyard - Mausoleum of Gol'Shlanek 1,Location(4927821140459520),Mausoleum Courtyard,Location(5291874446737408),Mausoleum of Gol'Shlanek
748,Path(5931945063612416),Gol'Shlanek's Crypt - Mausoleum Courtyard,Location(4927821140459520),Mausoleum Courtyard,Location(5355315370917888),Gol'Shlanek's Crypt
749,Path(4812780479184896),Goliath Gulch Fork - Gulchtop Climb,Location(6662145816657920),Goliath Gulch Fork,Location(5054881141882880),Gulchtop Climb
750,Path(6541328825712640),Misty Forest - Misty Mountains Basin,Location(5234434534277120),Misty Mountains Basin,Location(5164584575172608),Misty Forest
751,Path(6307417122144256),Misty Mountains Basin - Misty Cave Entrance,Location(5234434534277120),Misty Mountains Basin,Location(5789655459168256),Misty Cave Entrance
752,Path(4527310338523136),Artius Lane - Misty Forest (set back to 50 later),Location(4891495303741440),Artius Lane,Location(5164584575172608),Misty Forest
753,Path(6713435731525632),Artius River-Artius Lane,Location(4891495303741440),Artius Lane,Location(6521777110908928),Artius River
754,Path(4829420896387072),High Road: Forest - High Road: Waterfall,Location(6664887786799104),High Road: Forest,Location(5014172941156352),High Road: Waterfall
755,Path(5847440083124224),High Road: Dense Forest - High Road: Forest,Location(6664887786799104),High Road: Forest,Location(6708023485530112),High Road: Dense Forest
756,Path(4991946854498304),North to Northeast Cemetery,Location(4525514647666688),North Cemetery,Location(4607990200008704),Northeast Cemetery
757,Path(5064313563774976),North Cemetery to Crypt,Location(4525514647666688),North Cemetery,Location(6132749391888384),Crypt Entrance
758,Path(6169881531645952),North Cemetery to Tomb,Location(4525514647666688),North Cemetery,Location(6471688447328256),The Tomb
759,Path(6625986754117632),Spectral Marsh - Il'Kalet,Location(5549729958330368),Il'Kalet's Haven,Location(5703004724658176),Spectral Marsh
760,Path(4795337869361152),Sea Cave - Northern Waterfall,Location(6317989675139072),Sea Cave,Location(6519992925814784),Northern Waterfall
761,Path(5516793590841344),Icy Crevice - Subterranean Beach,Location(6135225797574656),Icy Crevice,Location(4979362051391488),Subterranean Beach
762,Path(4830042681507840),Stalagmite Cavern - Tunnel Fork,Location(6360201016377344),Stalagmite Cavern,Location(5968272768368640),Tunnel Fork
763,Path(5769218695888896),Ferry2 - Ferry1,Location(5512146850938880),Ferry,Location(5895074189672448),Ferry
764,Path(6312565124104192),Winding Marsh 6 to Winding Marsh 7,Location(5976852092420096),Winding Marsh,Location(5012932313743360),Winding Marsh
765,Path(5603384187420672),Aseridith Fort Secret Passage 2 - Aseridith Keep Kitchen Storage (2 of 2),Location(5157551064743936),Aseridith Keep Kitchen Storage,Location(6002887601684480),Aseridith Fort Secret Passage
766,Path(5140871142178816),Glacial Temple: Eternal Hallway - Core Chamber,Location(6278529125974016),Glacial Temple: Eternal Hallway,Location(6366052439293952),Glacial Temple: Core Chamber
767,Path(4865692587524096),Glacial Temple - Eternal Hallway,Location(6278529125974016),Glacial Temple: Eternal Hallway,Location(5068160835518464),Glacial Temple Rework
768,Path(4669739243667456),4 to 3,Location(6429358555136000),Eastern Desert,Location(5312945761288192),Eastern Desert
769,Path(5179166660231168),Steep Mountain Path - Lookout Point,Location(5191466372825088),Steep Mountain Path,Location(5656451226009600),Lookout Point
770,Path(5246644077723648),Derelict Church -> Sealed Door,Location(5780588036620288),Derelict Church,Location(5609234612092928),Sealed Door
771,Path(5484393747709952),Troll General's Quarters - Troll General,Location(5446760539619328),Troll General's Quarters,Location(5711866590658560),Troll General
772,Path(6599532177784832),Troll Tent - Troll General's Quarters,Location(5446760539619328),Troll General's Quarters,Location(4800814537506816),Troll Tent
773,Path(5693484645744640),Mineshaft 2 to Mineshaft 3,Location(6729009313873920),Mineshaft,Location(4979283929333760),Mineshaft
774,Path(4982924557418496),Northern Spargus Gate - City Outskirts,Location(5205846171582464),Northern Spargus Gate,Location(5857622832971776),City Outskirts
775,Path(5418806877093888),The Depths -> Coral Reef,Location(5796310611656704),Coral Reef,Location(6519823672803328),The Depths
776,Path(4895394546843648),High Road: Swampland - High Road: Dense Forest,Location(6708023485530112),High Road: Dense Forest,Location(6010500529782784),High Road: Swampland
777,Path(6258959808724992),Hallway to Tunnel,Location(5425105866850304),Troll Dig,Location(6452473855213568),Troll Dig
778,Path(6031471587360768),Tutorial 5 - Tutorial 6,Location(4756749855752192),Training Center,Location(5735665915396096),Training Center
779,Path(6671164696952832),Crevice-DrakeCave,Location(5188914373459968),Drake Cave,Location(6493907437223936),Claw Marked Crevice
780,Path(5891604994326528),Cavern Mouth to Cavern Entryway,Location(6516437776072704),Cavern Atrium,Location(4741759352963072),Cavern Mouth
781,Path(5740001107116032),Forest Path - Caru Hill,Location(5698410589978624),Caru Hill,Location(5851649117519872),Forest Path
782,Path(5741284367007744),Mountain Plains - Mountain Plains Shrine,Location(6033592878628864),Mountain Plains Shrine,Location(6530427779022848),Mountain Plains
783,Path(5797966941519872),Gaping cave to Large Cave Opening,Location(6699801475284992),Gaping Cave,Location(5281305327042560),Large Cave Opening
784,Path(4695019679121408),Den to tunnel,Location(5855928267046912),Carved Tunnel,Location(5698166736289792),Rakken Den
785,Path(6484394395303936),Endless Tunnel 2 - Endless Tunnel 3,Location(4565452399575040),Endless Tunnel,Location(6118406474694656),Endless Tunnel
786,Path(6569802392403968),Feeder Stream to Cavern Mouth,Location(4708530482839552),Feeder Stream,Location(4741759352963072),Cavern Mouth
787,Path(6161557294678016),"Summoning Chamber, West Library",Location(4571571273334784),West Library,Location(6293882619822080),Summoning Chamber
788,Path(6109749049294848),Marcus Sent Me 2,Location(5922422976937984),Elven Grove,Location(5098477256179712),Elven Grove
789,Path(5827990877896704),Thank Dir and Leave,Location(5922422976937984),Elven Grove,Location(6530427779022848),Mountain Plains
790,Path(6201230192017408),Spectral Marsh 1 - Spectral Marsh 2,Location(6196749400276992),Spectral Marsh,Location(5703004724658176),Spectral Marsh
791,Path(5187996030599168),Winding River - Shadowy Steppe,Location(5560262966902784),Shadowy Steppe,Location(6653464683741184),Winding River
792,Path(4549444012081152),Glacial Temple Core Chamber - Northern Crags,Location(4542490997161984),Northern Crags,Location(6366052439293952),Glacial Temple: Core Chamber
793,Path(5852382732222464),Mineshaft 2 to Fungal Chamber,Location(4908926543331328),Fungal Chamber,Location(4979283929333760),Mineshaft
794,Path(5029998977613824),Northern Waterfall - Glowworm Cavern Passage,Location(6175040815497216),Glowworm Cavern Passage,Location(6519992925814784),Northern Waterfall
795,Path(6382356621426688),Tunnel Climb - Tunnel Climb,Location(5928176714776576),Tunnel Climb,Location(5691920898588672),Tunnel Climb
796,Path(6355028677230592),Gulch Valley Skirmish Lines - Gulch Valley Training Grounds,Location(6615857679040512),Gulch Valley Training Grounds,Location(5554420198146048),Gulch Valley Skirmish Lines
797,Path(5792010711859200),Shallow Pool - The Depths,Location(5723273719709696),Shallow Pool,Location(6519823672803328),The Depths
798,Path(6694792594456576),Tutorial 2 - Tutorial 3,Location(5156159802572800),Training Center,Location(5084569214648320),Training Center
799,Path(5977660473737216),Ornate - Pharoah,Location(6060000365510656),Ornate Passageway,Location(5655216743514112),Pharoah's Chamber
800,Path(4810485892907008),Mineshaft 2 to Mineshaft 4,Location(4979283929333760),Mineshaft,Location(6751859294863360),Mineshaft
801,Path(5776196894720000),Hub to Sarcophagus,Location(6189750705717248),Troll Keep Sarcophagus,Location(6740904330133504),Troll Keep Hub
802,Path(4869909452423168),Entrance - Upper Crypt,Location(6146845642326016),Crypt Entrance,Location(5296596736540672),Upper Crypt
