KEY,location1Key,location2Key,name
Path(6057678612201472),Location(6463123390726144),Location(4920778891460608),null
Path(6057932252774400),Location(4752576599818240),Location(4615707669037056),Cliffside Lookout - Rocky Path
Path(6057970135203840),Location(5454343955808256),Location(6224100074192896),Kypros - East Kyprite Ruins
Path(6059977481912320),Location(6177538387214336),Location(5687534527447040),Militia Common Room - Militia Barracks
Path(6063120039542784),Location(6018852616929280),Location(5056795243446272),"Secret Passage, Astronomy Alcove"
Path(6065458744131584),Location(5918123464589312),Location(5305647756738560),Dark Pathway to The Drop
Path(6065586807242752),Location(5963670924296192),Location(5546617318932480),Volantis - Northern Volantis Coastline
Path(6067980317753344),Location(5401345323958272),Location(6153253135319040),Path to Downstairs
Path(6073847717036032),Location(5501933642579968),Location(4878368132038656),North Bridge - Open Courtyard
Path(6078642639863808),Location(4946209752219648),Script(5580004989861888),Debuff Instance Ancient Shrine - Kayoak Outskirts
Path(6078785775992832),Location(5951574616047616),Location(6231380530823168),High Road: Ogre Pass - Goliath Gulch Descent
Path(6078805412413440),Location(6099185837539328),Location(6621595326218240),Script Arena Pit #3 - Script Arena Reward Hallway #3
Path(6078988679643136),Location(6280283730477056),Location(6276748270370816),Aphelion Shrine - Aphelion Shrine Interior
Path(6079964011036672),Location(4622080312082432),Location(5484053941714944),Aseridith Fort Guardtower 2 - Aseridith Fort Guardtower 3
Path(6080180945158144),Location(5848363793121280),Location(5670665024176128),Cricketon Cave - Underground Stream
Path(6080512995098624),Location(5409986727378944),Location(6576470182854656),Treasure Room - Gilded
Path(6082059485839360),Location(6130015379390464),Location(6177538387214336),Someone's Room
Path(6083045539184640),Location(6025950525652992),null,Ruined City -> Derelict Church
Path(6084591214919680),Location(5671707636924416),Location(4866261078507520),Stairwell to Landing
Path(6086377854992384),Location(5174341147033600),Location(6258957962444800),Xaruk Forest 5 - Xaruk Forest 6
Path(6087847089012736),Location(6649212937699328),Location(6586834871123968),Rundown Desert Town - Townhall Desert Ruins
Path(6092763946811392),Location(5614891524161536),Location(6097569478344704),Test Start - Golden Hollow
Path(6093529659211776),Location(6214821817352192),Location(6650066421153792),Kamil Cavern -> Kamil Descent
Path(6094396618440704),Location(6040093736304640),Location(4956552675983360),Headquarters Barracks - Training Room
Path(6094444981387264),Location(4620887873028096),Location(5398439088619520),path to forest - mystic
Path(6095447520182272),Location(4732909075300352),Location(6025776573972480),"Strange Empty Room 4, Strange Empty Room 2"
Path(6102502229934080),Location(6508838653001728),Location(4719177888169984),Depraved Wilds - Forest Fire
Path(6104078270070784),Location(4683772481503232),Location(5855652429168640),Abandoned Castle Doorway to Interior
Path(6107586084470784),Location(5816090043088896),Location(4607990200008704),Northeast Cemetery to Crypt
Path(6109749049294848),Location(5098477256179712),Location(5922422976937984),Marcus Sent Me 2
Path(6109919459934208),Location(5313663930204160),Location(4720648400404480),Hallway 1A to Arena Pit 2A
Path(6110159239643136),Location(6626420507803648),Location(6526462635016192),Old Mine 6 to Old Mine 6 - North
Path(6115090368561152),Location(5456818943819776),Location(5235459155296256),Abandoned Castle - Underground Cave
Path(6120854335258624),Location(5180093517266944),Location(4883995022065664),Canyon-Quarry
Path(6121693419929600),Location(5891198245404672),Location(4720654552662016),Arena Hallway #8 - Arena Pit #5
Path(6122528875741184),Location(5963850839228416),Location(4862839194124288),Mortachiani Cliff-face -> Mortachiani Mountainside
Path(6122954313170944),Location(6000580091707392),Location(6429358555136000),3 to 2
Path(6124129642086400),Location(5323223134633984),Location(6509379081732096),North Mountain Range - Stone Tower
Path(6128931805855744),Location(4752720030597120),Location(5483169413595136),Cathedral of Destruction - Altar of Destruction
Path(6128979604930560),Location(6646234595983360),Location(6018852616929280),"Portal Room, Secret Passage"
Path(6130259870613504),Location(4776677523062784),Location(6157985310572544),Ancient Monster Graveyard - Cyclopean Lair
Path(6133129902817280),Location(5193139333103616),Location(6121230964359168),Gram River - Gram River Campsite
Path(6145260857589760),Location(5124980370571264),Location(4880132893835264),hallway-imagination
Path(6146572098469888),Location(6130757089361920),Location(6727923705053184),Arena Pit One to Hub
Path(6147019999019008),Location(6255161906823168),Location(4532035590291456),NHall - NBoss
Path(6148277526855680),Location(6439113737109504),Location(6035026755452928),Deep Emerald Jungle1 to Deep Emerald Jungle2
Path(6149774071824384),Location(5732417268613120),Location(5662987243225088),Lizardking Hideout - Lizardking Den
Path(6157945920815104),Location(6242247304019968),Location(6177538387214336),Someone's Room
Path(6161557294678016),Location(6293882619822080),Location(4571571273334784),"Summoning Chamber, West Library"
Path(6162496958234624),Location(5188221879189504),Location(5378036750876672),Tower Of The Moon
Path(6162645803073536),Location(5142913545142272),Location(5797029397135360),Emerald Jungle5 - Emerald Jungle6
Path(6163551991365632),Location(5319127061233664),Location(6430890083221504),Dense Jungle - Dense Jungle
Path(6163856951083008),Location(5816629379727360),Location(4875832497012736),Santa's Mountain to House
Path(6165795862216704),Location(5039895955374080),Location(5814121668804608),Path to house - Repair Me
Path(6167510005055488),Location(4525514647666688),Location(6548937896886272),Cemetery Entrance to North Cemetery
Path(6169881531645952),Location(6471688447328256),Location(4525514647666688),North Cemetery to Tomb
Path(6170081049968640),Location(6033057970126848),Location(4946848728481792),Darkwood 7 - Darkwood 8
Path(6170665657040896),Location(5123362846408704),Location(6130757089361920),Pit One Hallway to Hub
Path(6172995868950528),Location(5142913545142272),Location(5319959529390080),Emerald Jungle1 - Emerald Jungle6
Path(6173098399498240),Location(6271322019856384),Location(4922417546002432),Learning Grounds - Learning Grounds Cave
Path(6173638221365248),Location(4848497063362560),Location(5027432209842176),Dense Forest - Enchanted Forest
Path(6176715193188352),Location(5392914917621760),Location(6344048805150720),AC Servants to Hidden
Path(6177494528950272),Location(5604701584228352),Location(5296596736540672),Upper Crypt - Generic Crypt
Path(6177908697071616),Location(4758723123216384),Location(6264460408258560),Boat 1 - Boat 2
Path(6178590701912064),Location(4662743332290560),Location(5967326629330944),The Fork - Spider Cave Cavern
Path(6182341087068160),Location(6304876738904064),Location(5935058894454784),Gate - Ruins
Path(6186125000441856),Location(5130593837776896),Location(5005307494268928),Cliffs to look
Path(6187771692580864),Location(6283395406495744),Location(4673239279206400),Merchant's Tent - Merchant's Tent Interior
Path(6191672031444992),Location(5576958964400128),Location(5180093517266944),Plains-Canyon
Path(6192613414666240),Location(5345871483895808),Location(6555136169082880),"Apprentice Training Room, Long Hallway"
Path(6194678681042944),Location(6569181374316544),Location(6135225797574656),Icy Crevice - Frozen Squeeze
Path(6194813280190464),Location(6475440403513344),Location(6021008570187776),Chapel of Papa - Chapel Combat Room
Path(6195765481308160),Location(5698451486539776),Location(4942707271139328),Aseridith Fort Courtyard 1 - Aseridith Fort Garrison
Path(6196184017797120),Location(4666566764920832),Location(6586924271140864),Marcusville Bridge 2 - Marcusville Door
Path(6197183330123776),Location(5482641499357184),Location(5262537041903616),Kujir Marsh2 - Kujir Marsh3
Path(6201230192017408),Location(5703004724658176),Location(6196749400276992),Spectral Marsh 1 - Spectral Marsh 2
Path(6203946237427712),Location(6187675022262272),Location(5157211167784960),Long Passage - Upper Level Lookout
Path(6204243925270528),Location(6402008915640320),Script(5580004989861888),Debuff Instance Kayoak Village Ascent - Kayoak Village
Path(6204342655778816),Location(5633275214168064),Location(6740904330133504),Entry to Hub
Path(6205011671646208),Location(5423592838004736),Location(4668184158535680),NHallway - NPit
Path(6213332797751296),Location(6317989675139072),Location(5093891984850944),Wet Tunnel - Sea Cave
Path(6220550192234496),Location(5780588036620288),Location(4752155970109440),Ruined City -> Derelict Church
Path(6220790749462528),Location(6312520429600768),Location(6641283818323968),Rocky Hill 2 - Rocky Hill 3
Path(6220822163488768),Location(6406519973478400),Location(6550748733374464),Debuff Instance Mid 5 - Boss
Path(6222201662472192),Location(6025776573972480),Location(6644088722948096),"Strange Empty Room 2, Strange Empty Room 1"
Path(6223244587958272),Location(6659883848171520),Location(5097344681115648),Hallway 3A to Arena Pit 4A
Path(6225601275363328),Location(5156159802572800),Location(5629499534213120),Tutorial 3 - Aera
Path(6227421077962752),Location(5821951737593856),Location(6693763795124224),Darkwood 3 - Darkwood 4
Path(6233658491928576),Location(5084833928708096),Location(5326622602297344),Entrance to Tunnel
Path(6234168837013504),Location(5027432209842176),Location(4538703854698496),Dense Jungle - Dense Forest
Path(6234847850266624),Location(4819630356430848),Location(6086014583439360),Path to Myrmidon Fort
Path(6236381886021632),Location(4852836756094976),Location(4719915504238592),Alderai Coast1 - Alderai Coast2
Path(6237055255838720),Location(5319959529390080),Location(4891959017078784),Emerald Forest - Emerald Jungle
Path(6238307779346432),Location(4808618326097920),Location(6453809808146432),Raven Ops - Tomb of the Ebon Raven
Path(6239538793414656),Location(6333156464001024),Location(5481971054018560),Fort Watch Tower - Fort luxurious Chamber
Path(6241115101462528),Location(5254277645729792),Location(5715039564595200),Secret Passageway - Secret Passageway 4
Path(6243224643698688),Location(6108023267524608),Location(4525433985171456),Deep Jungle 1 - Deep Jungle 2
Path(6244172406194176),Location(5878764641714176),Location(4554371022979072),Marcusville - Museum of Marcus
Path(6244901018140672),Location(5359074247442432),Location(5647609479299072),Marcusville City - Resort
Path(6245253816516608),Location(4946209752219648),Script(5348470013820928),Debuff Instance Ancient Shrine - Exit
Path(6245366304342016),Location(5425105866850304),Location(5984081901780992),Tunnel to Passage
Path(6247034209697792),Location(5671707636924416),Location(4934850481487872),Master Bedroom to Landing
Path(6258959808724992),Location(6452473855213568),Location(5425105866850304),Hallway to Tunnel
Path(6259724433489920),Location(5640312605114368),Location(5691920898588672),Tunnel Climb - Tunnel Climb
Path(6262126628306944),Location(5930570520985600),Location(5410655737217024),Darkwood B5 - Darkwood B2
Path(6262312797470720),Location(6196749400276992),Location(5222156023889920),Ritual Site - Spectral Marsh
Path(6264964963106816),Location(6337189133156352),Location(6177538387214336),Someone's Room
Path(6265318896828416),Location(5282656086392832),Location(4925241851641856),Winding River - Winding River Shrine
Path(6266141547692032),Location(5716522099015680),Location(4809336524111872),Ocean Cell
Path(6266441796157440),Location(6099185837539328),Location(5830085198479360),Script Arena Pit #3 - Script Arena Hallway #4
Path(6266799293202432),Location(5614891524161536),Location(6521777110908928),Small Creek - Artius River
Path(6268006537625600),Location(6401380170334208),Location(5688387279257600),Aseridith Fort Outer Southern Walls - Aseridith Fort Outer Western Walls
Path(6269268949991424),Location(6304554086039552),Location(5549729958330368),Il'Kalet escape
Path(6270416172089344),Location(4619684048535552),Location(6745986798977024),Developer Den - Testing Chamber 02
Path(6270542888304640),Location(5668612348575744),Location(5670665024176128),Cricketon Cave - Infested Tunnel
Path(6272630363521024),Location(5751995098988544),Location(6437181298049024),Keep Hallway 4 - Ornate Keep Hallway
Path(6272880503422976),Location(6170397215031296),Location(6319283330088960),Forest Clearing - Grand Forest 2
Path(6273853154131968),Location(5710903200710656),Location(4979321355632640),Sirian Inner Courtyard - Sirian Inner Blacksmith
Path(6278137888374784),Location(5612169386262528),Location(4558049120354304),Center to Burial
Path(6279012928192512),Location(6401380170334208),Location(4736790432841728),Aseridith Fort West Beach - Aseridith Fort Outer Western Walls
Path(6279255345856512),Location(4878368132038656),Location(6530123043438592),Open Courtyard - Knights Quarters
Path(6280755651280896),Location(4687078457868288),Location(6130757089361920),Arena Pit Hub to Hallway Five
Path(6282801204690944),Location(5689576630779904),Location(6493907437223936),Cavern-Crevice
Path(6284124357656576),Location(4932267831984128),Location(6098789539512320),Smith to Hallway
Path(6285186777481216),Location(5064948719288320),Location(5037286042894336),Darkwood B3 - Darkwood B9
Path(6285569526071296),Location(5594903556915200),Location(6641323009376256),tops path
Path(6288834413199360),Location(4869118343774208),Location(5119380954284032),Ancient Tunnel - Tunnel Shaft
Path(6291198334992384),Location(4730559019876352),Location(5815728761995264),temple = gates
Path(6291342835056640),Location(5554420198146048),Location(6100482340159488),Goliath Gulch Basin - Gulch Valley Skirmish Lines
Path(6293876681211904),Location(4992992693190656),Location(4857543114883072),Secluded Spring to Forest Encampment
Path(6294213936807936),Location(4600623388950528),Location(5896838059655168),Rocky Hill 4 - Rocky Hill 5
Path(6296227510484992),Location(6508838653001728),Location(5319888028565504),Wilds to cave
Path(6300526282539008),Location(6157985310572544),Location(5172868979097600),Monster Graveyard - Ancient Monster Graveyard
Path(6303733621456896),Location(6550748733374464),Script(5348470013820928),Debuff Instance Kayoak Church Interior - Exit
Path(6303974946242560),Location(5323738888798208),Location(5005013727838208),Gloomy Bay - The Mended Drum
Path(6304540195815424),Location(6100482340159488),Location(6662145816657920),Goliath Gulch Fork - Goliath Gulch Basin
Path(6304710173130752),Location(4542490997161984),Location(5268675678961664),Mountainous Lookoff - Northern Crags
Path(6304855746412544),Location(5688387279257600),Location(6206475493965824),Aseridith Fort South Beach - Aseridith Fort Outer Southern Walls
Path(6306180206952448),Location(6317536905789440),Location(6498136254054400),Aseridith Fort Warehouse 2 - Aseridith Fort Secret Passage 1 (1 of 2)
Path(6306621982507008),Location(6508451421224960),Location(4895729587847168),Old Mine 10 to Old Mine 11
Path(6307417122144256),Location(5234434534277120),Location(5789655459168256),Misty Mountains Basin - Misty Cave Entrance
Path(6308997527502848),Location(5133665877360640),Location(5537766423396352),Arena Pit 3 to Reward Room
Path(6309663403933696),Location(5469661702914048),Location(6661507124822016),Drub'Lak Chieftain's Tent 1 - Drub'Lak Chieftain's Tent 2
Path(6309664353943552),Location(5498317707935744),Location(4605232224403456),Ratargul Swamp - Dense Mangroves
Path(6310088750923776),Location(6206022230212608),Location(5183292001222656),Sewer Fork - Sewer Tunnel
Path(6310711798005760),Location(4958687969935360),Location(5546617318932480),Volantis - South Volantis Beach
Path(6311940813225984),Location(4905123335897088),Location(4939142698106880),Xaruk - Great Goblin Fortress of Xaruk
Path(6312565124104192),Location(5976852092420096),Location(5012932313743360),Winding Marsh 6 to Winding Marsh 7
Path(6317149522231296),Location(5331407216050176),Location(6530887495974912),Script Instance Combat Test To Normal Location
Path(6317566608015360),Location(6218239315279872),Location(5145039194030080),Black Vanguard Outpost - Command Center
Path(6320112855941120),Location(6636087694327808),Location(6305841904353280),Arena Pit # 3 - Arena Hallway To Reward Room
Path(6320438827286528),Location(4831167037571072),Location(4809336524111872),Captain Cell
Path(6320823475896320),Location(5769748184301568),Location(5172614099632128),Emerald Jungle2 - Emerald Jungle4
Path(6323022123761664),Location(6200435167199232),Location(5262209627717632),Hidden Trail - Bandit's Lair Entrance
Path(6323456581042176),Location(6550748733374464),Script(5580004989861888),Debuff Instance Kayoak Church Interior - Kayoak Fields
Path(6324858811056128),Location(4993608020131840),Location(5428489900523520),Feed to Larva
Path(6329046694625280),Location(6530427779022848),Location(5552457551708160),"Mountain Plains, Hermit's Cottage"
Path(6330226842271744),Location(6227591015432192),Location(6737764410720256),Dwarven Ruins - Secluded Waterfall
Path(6333630193860608),Location(6687875824877568),Location(5184697803472896),Gem Cavern to Chamber of Starlight
Path(6337172417806336),Location(5184697803472896),Location(5614891524161536),Chamber of Starlight Escape
Path(6340134347210752),Location(5542797626572800),Location(4880132893835264),Alteru Testing Paths
Path(6344144998891520),Location(6043411645726720),Location(5718802306170880),testoneway
Path(6344889570164736),Location(6510382176272384),Location(4891495303741440),Artius Lane - Kobold Camp
Path(6345381847760896),Location(4925241851641856),Location(6483513767362560),Winding River
Path(6345931401723904),Location(4976416520667136),Location(5855652429168640),AC Interior to Library
Path(6347501461831680),Location(6068531256360960),Location(4942631349518336),Winding Marsh 3 to Winding Marsh 4
Path(6351315774996480),Location(5649391675244544),Location(6616739106258944),Aera Countryside-Northern Hills
Path(6351822725316608),Location(5857214291509248),Location(4575666044928000),Darkwood B1 - Spidernest 2
Path(6352410981171200),Location(5050570691837952),Location(5356693143683072),"Temp Dev Link, DEV-POH"
Path(6354569212723200),Location(5318643904675840),Location(5318643904675840),Keep Treasury - Keep Treasury 2
Path(6354752631209984),Location(5821951737593856),Location(5937301674262528),Darkwood 3 - Darkwood B6
Path(6355028677230592),Location(6615857679040512),Location(5554420198146048),Gulch Valley Skirmish Lines - Gulch Valley Training Grounds
Path(6355368402747392),Location(5326622602297344),Location(5759229693526016),Troll Cave Tunnel to Troll Wide Bend
Path(6357057072529408),Location(5976692956856320),Location(5965446383665152),Secret Passageway 3 - Secret Passageway 2
Path(6361219796041728),Location(6071858521178112),Location(6265261703823360),Seafall - Tunnel Construction
Path(6368227970252800),Location(5557842132336640),Location(4535180153061376),Xaruk Forest 2 - Xaruk Forest 3
Path(6368780121800704),Location(5196041382002688),Location(6429358555136000),3 to 1
Path(6373666491203584),Location(6374066191597568),Location(5437646551646208),Aseridith Fort Tower 2 - Aseridith Fort Sorcerers' Library
Path(6374789917704192),Location(5084833928708096),Location(5897906640912384),Troll Cave Entrance - New Troll Cave/Keep
Path(6375659286822912),Location(6144503274536960),Location(6696628299759616),Nors Plains - Kobold Settlement
Path(6376922496892928),Location(4732909075300352),Location(6644088722948096),"Strange Empty Room 4, Strange Empty Room 1"
Path(6379621095309312),Location(6319154247237632),Location(5279071746392064),Rolling Dunes 6 - Rolling Dunes 7
Path(6380177552572416),Location(5976692956856320),Location(5715039564595200),Secret Passageway - Secret Passageway 2
Path(6380270897332224),Location(5833630947999744),Location(4660153675153408),NJ Test 2 - NJ Test 3
Path(6380606780866560),Location(5127686705905664),Location(5754822370263040),Sirian Outer East Wall - Sirian Outer South Wall
Path(6382033018290176),Location(4567021807206400),Location(6559762615369728),OId Mine 5 to Old Mine 5 Darkroom
Path(6382356621426688),Location(5928176714776576),Location(5691920898588672),Tunnel Climb - Tunnel Climb
Path(6382812349595648),Location(6650066421153792),Location(5662689410154496),Kamil Drop -> Kamil Descent
Path(6383179836948480),Location(5820229883527168),Location(6305841904353280),Arena Pit #3 - Arena Hallway #7
Path(6384928523550720),Location(6225855610093568),Location(5897906640912384),Escape route
Path(6385026204696576),Location(6555136169082880),Location(6128325270437888),"Long Hallway, Dark Corridor"
Path(6385702729678848),Location(4902833796677632),Location(6533289986228224),Goliath Gulch - Rocky Hill 1
Path(6387934873780224),Location(6615188136525824),Location(6548937896886272),Cemetery Entrance to Family Grounds
Path(6391293573857280),Location(4682816811958272),Location(5471573840494592),Aseridith Fort Inner Gate - Aseridith Fort Barracks
Path(6391986542346240),Location(5107539561938944),Script(5580004989861888),Debuff Instance Nortion Grove - Swamp Entrance
Path(6392315039973376),Location(5691920898588672),Location(5917286154108928),Tunnel Climb - Tunnel Climb
Path(6392912598532096),Location(4565452399575040),Location(5760946882740224),Endless Tunnel 3 - Sacred Burial Chamber
Path(6395521211564032),Location(5834038526345216),Location(6130580583874560),Winding Stairway to Winding Stairway 2
Path(6396555782258688),Location(5549152453787648),Location(5822375170932736),Smoldering Mountain - Core of Smoldering Mountain
Path(6400098103984128),Location(5978911666339840),Location(6426849307787264),Fortress Entrance - Main Corridor
Path(6400101791563776),Location(4611092757086208),Location(6571276102533120),"Potions Laboratory, East Library"
Path(6405368457986048),Location(5818217706029056),Location(4945141049065472),Bandit Fort Courtyard - Bandit's Storage Room
Path(6412968085422080),Location(4922705701765120),Location(4765966608105472),Stairwell - Tomb Entrance
Path(6417082322780160),Location(6558996028194816),Location(5868511773065216),Tomb of Gol'Shlanek 2 - Tomb of Gol'Shlanek 3
Path(6418020576526336),Location(5438887623131136),Location(4865598037164032),Storehouse-Museum
Path(6418422444851200),Location(5125191820115968),Location(6463123390726144),Path to Cave Interior
Path(6418931966279680),Location(5343021269778432),Location(6646234595983360),"Tower Entrance, Portal Room Red Portal"
Path(6422790677725184),Location(5196041382002688),Location(5312945761288192),4 to 1
Path(6422938381189120),Location(4953654496854016),Location(5644261414404096),Sirian Inner Gate - Sirian Inner West Wall
Path(6428425094955008),Location(4765507982983168),Location(5897906640912384),Troll Camp - Troll Cave Entrance
Path(6429725255270400),Location(5896838059655168),Location(6312520429600768),Rocky Hill 3 - Rocky Hill 4
Path(6431780613128192),Location(6305841904353280),Location(4951368334311424),Hallway #6 - Arena Pit #3
Path(6432851517505536),Location(6407358202249216),Location(6285907986481152),Aseridith Keep Dungeon - Gloomy Descent
Path(6433136011640832),Script(4984714595401728),Location(5222156023889920),Ritual Site - Spectral Marsh
Path(6433186481438720),Location(4538703854698496),Location(5319127061233664),Dense Jungle - Dense Jungle
Path(6434098692227072),Location(4543108142333952),Location(6730044487499776),Ferry4 - Ferry3
Path(6434846746607616),Location(5719314053464064),Location(6172567179624448),Old Bookshelf
Path(6436205210370048),Location(6031623049183232),Location(6743743793463296),Script Arena Hallway #2 - Script Arena Pit #2
Path(6437152749518848),Location(6436005187944448),Location(5582586864730112),Winding River - Winding River
Path(6437172404289536),Location(6616118777348096),Location(5330831291973632),NHub - NTest4
Path(6438110854643712),Location(4933454961836032),Location(4516845742194688),Tainted Jungle - Impure Jungle
Path(6438662615334912),Location(6426849307787264),Location(4993749247852544),Main Corridor - Barracks
Path(6442102582935552),Location(4714951546503168),Location(5549972914176000),Tunnel to Station
Path(6444902003245056),Location(6130757089361920),Location(5611288579538944),Arena Pit Four to Hub
Path(6447093317632000),Location(5993355440291840),Location(5594756973854720),Shore Cave Entrance - Ancient Cave
Path(6447135008489472),Location(6530427779022848),Location(6063976345501696),Mountain Plains - Hobgoblin Tribe Campsite
Path(6447887821045760),Location(6638873742409728),Location(4767886398717952),Aseridith Fort Tower 1 - Commander's Quarters
Path(6450203944026112),Location(5757922056339456),Location(5343021269778432),"Dining Hall, Tower Entrance"
Path(6451902136975360),Location(6503793394974720),Location(5369435355348992),Lizardfolk Marshland2 - Lizardfolk Marshland3
Path(6453597373988864),Location(6247590374932480),Location(5546617318932480),Volantis - Volantis Countryside
Path(6454686936203264),Location(5612935488995328),Location(6224100074192896),Kypros - North Kyprite Ruins
Path(6455485431021568),Location(5815728761995264),Location(4527609808945152),doom=alter
Path(6455848717516800),Location(6211039030935552),Location(6317536905789440),Aseridith Fort Secret Passage 1 - Aseridith Fort Outer Eastern Walls
Path(6456278149234688),Location(5649584842342400),Location(5395564370329600),FF 2 - FF 3
Path(6456829177757696),Location(5381615790587904),Location(6553692358836224),Kyprite Castle Exterior - Kyprite Castle Courtyard
Path(6457245572792320),Location(6448316511944704),Location(5049097595125760),Niks Test Location 3-4
Path(6458955550162944),Location(6586834871123968),Location(4688701899669504),MiniWormhole - Rundown Desert Town
Path(6459558839975936),Location(4515975543128064),Location(4550381602340864),Path to Combat site: Orc Prince
Path(6464494209597440),Location(6200083758710784),Location(5428021293219840),Underwater Lagoon - Lagoon's Descent
Path(6467647110119424),Location(5952009308471296),Location(6745986798977024),Developer Den - Testing Chamber 05
Path(6467842174353408),Location(5563789273726976),Location(6715206252363776),Debuff Instance End 7 - 8
Path(6469174082666496),Location(6412108060164096),Location(5934960010592256),1 to 2
Path(6469221025316864),Location(4590542854815744),Location(6236159440060416),Sandy Desert Pass - Rolling Dunes 1
Path(6473129503227904),Location(6426022771687424),Location(5552716535300096),Keep Hallway 3 - Keep Library
Path(6473540435968000),Location(5839320097226752),Location(5253289291546624),Hidden Pass - Shadowed Canyon
Path(6474267052474368),Location(6645580043911168),Location(5647609479299072),Marcusville City - Gym
Path(6475056353378304),Location(5951574616047616),Location(4600623388950528),Rocky Hill 5 - Goliath Gulch Descent
Path(6476649922560000),Location(6062991287517184),Location(6439113737109504),Deep Emerald Jungle2 to Deep Emerald Jungle4
Path(6478276675502080),Location(5312228555227136),Location(5833351030112256),Aera Inn Basement - North - Aera Inn Basement - Middle
Path(6479651514089472),Location(4729303225073664),Location(4862839194124288),Kamil Cave Entrance -> Mortachiani Cliff-face
Path(6480621077790720),Location(4625866026123264),Location(4924288943783936),Script Arena Reward Room #3 - Script Arena Entrance
Path(6480864737492992),Location(6426849307787264),Location(6477636801134592),Main Corridor - Deserted Room
Path(6480969377775616),Location(6249830075596800),Location(6249830075596800),False Hope
Path(6484221710303232),Location(6423272366276608),Location(6187675022262272),Upper Level Lookout - Passage Fork
Path(6484394395303936),Location(6118406474694656),Location(4565452399575040),Endless Tunnel 2 - Endless Tunnel 3
Path(6484441734578176),Location(6452474611761152),Location(4848497063362560),Enchanted Forest - Forest Trail
Path(6487503003451392),Location(4662743332290560),Location(5437912854298624),The Fork - High Road
Path(6488021335539712),Location(5634233376702464),Location(5482641499357184),Kujir Marsh3 - Kujir Marsh4
Path(6488507894726656),Location(4732909075300352),Location(6437722859241472),"Strange Empty Room 4, Strange Empty Room 3"
Path(6488599289921536),Location(6342061314015232),Location(5485543769243648),Vyper's Public Test - Instance 1
Path(6489190133137408),Location(6482245036802048),Location(6652612632117248),Aseridith Secret Staircase - Sorcerer's Workshop
Path(6489498622885888),Location(6437722859241472),Location(4942150822264832),"Strange Empty Room 3, Fourth Floor Landing"
Path(6494763614208000),Location(5092570659028992),Location(5994813902028800),Entrance - Passage
Path(6496733874880512),Location(5966873809125376),Location(5909134097514496),"Common Area, Second Floor Landing"
Path(6497242223738880),Location(4862839194124288),Location(4898703714549760),Sheltered Cave -> Mortachiani Cliff-face
Path(6504555406688256),Location(6459032935071744),Location(5965801278406656),Grand Room - Exit
Path(6507665144414208),Location(4874125034127360),Location(6519200453492736),Tunnel Climb - Drow Entrydoor
Path(6507801555763200),Location(5155067514585088),Location(6044610405072896),"Wildeburn Forest, Taelhollow Swamp"
Path(6507873748123648),Location(5343295379079168),Location(6684012370198528),The Bay - Eridis Shores
Path(6507943183253504),Location(5395564370329600),Location(5490011506475008),FF 3 - Charred Forest
Path(6508326531104768),Location(6568072999075840),Location(5454343955808256),East Kyprite Ruins - Forsaken Ruins Entrance
Path(6511279148630016),Location(6415179777572864),Location(6078391494115328),Lake to windy
Path(6512107445026816),Location(6387411726630912),Location(4572325261344768),Alderai Trail1 - Alderai Trail2
Path(6512286759911424),Location(4861326027390976),Location(6096717938163712),Seaside Landing - Cliffside Coast
Path(6512935677722624),Location(6676281873924096),Location(4687078457868288),Hallway 5 to Pit 5
Path(6513712428482560),Location(4940307421986816),Location(6237487269150720),TO THE SECOND ROOM
Path(6517098549346304),Location(5391198642503680),Location(5125020728688640),Misty Mountain Basin-Misty Cave Entrance
Path(6520867391537152),Location(5692921714049024),Location(6508451421224960),Old Mine 11 to Old Mine 11 West
Path(6526127803990016),Location(5402374843924480),Location(5381615790587904),Kyprite Castle Courtyard - Kyprite Castle Walls
Path(6526870281519104),Location(4979321355632640),Location(5644261414404096),Sirian Inner Gate - Sirian Inner Courtyard
Path(6528210403590144),Location(5529902163951616),Location(6170397215031296),Forest Clearing - Grand Forest 1
Path(6528900557701120),Location(5266367876169728),Location(6424807998750720),Gateway to the Sanctuary - SuperMom's Refuge
Path(6531919743287296),Location(5833351030112256),Location(6655219060441088),Aera Inn Stairs to Basement
Path(6534517971484672),Location(5614891524161536),Location(4708530482839552),Small Creek - Feeder Stream
Path(6536345828720640),Location(4887533922025472),Location(4785609382035456),Tunnel Climb - Tunnel Climb
Path(6536394371497984),Location(5365099076255744),Location(5180085843787776),Keep Entrance Hall - Keep Hallway
Path(6537282400026624),Location(4769608749809664),Location(4869118343774208),Tunnel Shaft - Tunnel Climb
Path(6539275308367872),Location(4920778891460608),Location(6362004341653504),Path to Vast Desert
Path(6540541475160064),Location(6461666749579264),Location(6275014248890368),Debuff Instance End 11 - Boss
Path(6541328825712640),Location(5164584575172608),Location(5234434534277120),Misty Forest - Misty Mountains Basin
Path(6541894981255168),Location(5513622415736832),Location(5815082709680128),hidden room - ancient tunnel
Path(6545705977511936),Location(4945141049065472),Location(6200435167199232),Bandit Lair Entrance - Bandit Fort Courtyard
Path(6547902377754624),Location(5815082709680128),Location(6347799369089024),Sewer Bend - Ancient Tunnel
Path(6552007283834880),Location(5389255752286208),Location(5268467657211904),Arena Pit - Arena Hallway To Reward Room
Path(6554414228176896),Location(5130714677248000),Location(4634198741090304),Rasheek Plains - Evergreen Trail
